Localisation,COEFF F212,PROFIL,Nom,Missions en cours,Competences,Date Demarrage,Date de fin,Taux occupation,Stream BT,combined,n_tokens
Mtp,115,Expert,Judith Davis,"Johnston, Sheppard and Harris",Business Analysis,2023-04-07,2025-12-15,51%,ODI,"Localisation: Mtp, Nom: Judith Davis, Compétences: Business Analysis, Mission en cours: Johnston, Sheppard and Harris, Date de début de mission: 2023-04-07, Date de fin de mission: 2025-12-15, Taux d'occupation: 51%",66
Tours,170,Junior,Morgan Shepherd,"Bartlett, Phillips and Smith",Java Development,2022-12-30,2025-12-14,61%,MSBI,"Localisation: Tours, Nom: Morgan Shepherd, Compétences: Java Development, Mission en cours: Bartlett, Phillips and Smith, Date de début de mission: 2022-12-30, Date de fin de mission: 2025-12-14, Taux d'occupation: 61%",65
Paris,150,Confirmé,Thomas Carlson,Santiago LLC,Business Analysis,2022-08-19,2026-03-31,98%,MSBI,"Localisation: Paris, Nom: Thomas Carlson, Compétences: Business Analysis, Mission en cours: Santiago LLC, Date de début de mission: 2022-08-19, Date de fin de mission: 2026-03-31, Taux d'occupation: 98%",61
Paris,100,Junior,Amanda Sandoval,"Becker, Mueller and Williams",Business Analysis,2022-07-28,2024-09-29,11%,TALEND,"Localisation: Paris, Nom: Amanda Sandoval, Compétences: Business Analysis, Mission en cours: Becker, Mueller and Williams, Date de début de mission: 2022-07-28, Date de fin de mission: 2024-09-29, Taux d'occupation: 11%",66
Paris,150,Junior,Duane Scott,Mccarthy Ltd,Web Development,2022-06-30,2024-06-21,80%,TALEND,"Localisation: Paris, Nom: Duane Scott, Compétences: Web Development, Mission en cours: Mccarthy Ltd, Date de début de mission: 2022-06-30, Date de fin de mission: 2024-06-21, Taux d'occupation: 80%",65
Mtp,170,Junior,Sharon Hughes,"Kemp, Strickland and Singh",Project Management,2024-05-02,2025-04-08,57%,MSBI,"Localisation: Mtp, Nom: Sharon Hughes, Compétences: Project Management, Mission en cours: Kemp, Strickland and Singh, Date de début de mission: 2024-05-02, Date de fin de mission: 2025-04-08, Taux d'occupation: 57%",67
Tours,150,Expert,Jared Adams,Holt-Gray,Web Development,2023-06-01,2024-09-06,84%,TALEND,"Localisation: Tours, Nom: Jared Adams, Compétences: Web Development, Mission en cours: Holt-Gray, Date de début de mission: 2023-06-01, Date de fin de mission: 2024-09-06, Taux d'occupation: 84%",62
Mtp,105,Confirmé,Becky Perry,Schmitt Inc,Cloud Computing,2024-03-14,2025-09-09,88%,ODI,"Localisation: Mtp, Nom: Becky Perry, Compétences: Cloud Computing, Mission en cours: Schmitt Inc, Date de début de mission: 2024-03-14, Date de fin de mission: 2025-09-09, Taux d'occupation: 88%",63
Paris,115,Junior,Mark Aguirre,Rojas Ltd,Cybersecurity,2024-03-02,2025-08-01,40%,SSIS,"Localisation: Paris, Nom: Mark Aguirre, Compétences: Cybersecurity, Mission en cours: Rojas Ltd, Date de début de mission: 2024-03-02, Date de fin de mission: 2025-08-01, Taux d'occupation: 40%",64
Mtp,105,Confirmé,Connor Haney,Castro-Perkins,Mobile Development,2022-10-25,2025-06-03,31%,DSIA,"Localisation: Mtp, Nom: Connor Haney, Compétences: Mobile Development, Mission en cours: Castro-Perkins, Date de début de mission: 2022-10-25, Date de fin de mission: 2025-06-03, Taux d'occupation: 31%",65
Paris,100,Expert,Angela Stephens,"Williams, Thornton and Snyder",Mobile Development,2022-07-11,2025-05-01,37%,SSIS,"Localisation: Paris, Nom: Angela Stephens, Compétences: Mobile Development, Mission en cours: Williams, Thornton and Snyder, Date de début de mission: 2022-07-11, Date de fin de mission: 2025-05-01, Taux d'occupation: 37%",64
Paris,115,Junior,Molly Henry,Lawrence Group,Network Administration,2024-05-07,2025-07-11,78%,SSIS,"Localisation: Paris, Nom: Molly Henry, Compétences: Network Administration, Mission en cours: Lawrence Group, Date de début de mission: 2024-05-07, Date de fin de mission: 2025-07-11, Taux d'occupation: 78%",61
Paris,115,Junior,Jennifer Fletcher,Harrison-Cook,Java Development,2024-01-12,2026-03-06,91%,ODI,"Localisation: Paris, Nom: Jennifer Fletcher, Compétences: Java Development, Mission en cours: Harrison-Cook, Date de début de mission: 2024-01-12, Date de fin de mission: 2026-03-06, Taux d'occupation: 91%",62
Tours,170,Expert,Michael Parsons,West Group,Machine Learning,2023-10-10,2025-08-27,74%,MSBI,"Localisation: Tours, Nom: Michael Parsons, Compétences: Machine Learning, Mission en cours: West Group, Date de début de mission: 2023-10-10, Date de fin de mission: 2025-08-27, Taux d'occupation: 74%",61
Paris,105,Confirmé,Jeffrey Perry,"Brown, Brown and Gillespie",Database Management,2022-12-14,2025-06-02,47%,ODI,"Localisation: Paris, Nom: Jeffrey Perry, Compétences: Database Management, Mission en cours: Brown, Brown and Gillespie, Date de début de mission: 2022-12-14, Date de fin de mission: 2025-06-02, Taux d'occupation: 47%",65
Mtp,100,Junior,Jaime Smith,"Reid, Jones and Bradley",Project Management,2023-08-08,2026-02-11,12%,DSIA,"Localisation: Mtp, Nom: Jaime Smith, Compétences: Project Management, Mission en cours: Reid, Jones and Bradley, Date de début de mission: 2023-08-08, Date de fin de mission: 2026-02-11, Taux d'occupation: 12%",65
Tours,150,Confirmé,Luis Summers,"Williams, Mejia and Williams",Cybersecurity,2022-12-28,2024-10-17,77%,TALEND,"Localisation: Tours, Nom: Luis Summers, Compétences: Cybersecurity, Mission en cours: Williams, Mejia and Williams, Date de début de mission: 2022-12-28, Date de fin de mission: 2024-10-17, Taux d'occupation: 77%",65
Tours,100,Confirmé,Thomas Francis,White-Mcclure,Database Management,2022-12-26,2026-01-12,47%,SSIS,"Localisation: Tours, Nom: Thomas Francis, Compétences: Database Management, Mission en cours: White-Mcclure, Date de début de mission: 2022-12-26, Date de fin de mission: 2026-01-12, Taux d'occupation: 47%",64
Tours,100,Expert,Tyler Reyes,"Owens, Gordon and Jimenez",Cloud Computing,2022-11-03,2026-02-18,53%,TALEND,"Localisation: Tours, Nom: Tyler Reyes, Compétences: Cloud Computing, Mission en cours: Owens, Gordon and Jimenez, Date de début de mission: 2022-11-03, Date de fin de mission: 2026-02-18, Taux d'occupation: 53%",65
Paris,105,Junior,Mary Ramirez,Raymond-Lozano,Cybersecurity,2023-06-28,2025-10-18,21%,MSBI,"Localisation: Paris, Nom: Mary Ramirez, Compétences: Cybersecurity, Mission en cours: Raymond-Lozano, Date de début de mission: 2023-06-28, Date de fin de mission: 2025-10-18, Taux d'occupation: 21%",63
Tours,100,Junior,Curtis Small,"Owen, Bell and Garcia",Machine Learning,2023-03-13,2025-08-31,56%,MSBI,"Localisation: Tours, Nom: Curtis Small, Compétences: Machine Learning, Mission en cours: Owen, Bell and Garcia, Date de début de mission: 2023-03-13, Date de fin de mission: 2025-08-31, Taux d'occupation: 56%",64
Tours,105,Junior,Brandon Livingston DVM,Wyatt-Wood,Project Management,2023-05-09,2024-10-18,27%,DSIA,"Localisation: Tours, Nom: Brandon Livingston DVM, Compétences: Project Management, Mission en cours: Wyatt-Wood, Date de début de mission: 2023-05-09, Date de fin de mission: 2024-10-18, Taux d'occupation: 27%",64
Paris,170,Expert,Sara Vargas,"Cook, Peterson and Hall",Database Management,2023-02-07,2025-03-16,32%,TALEND,"Localisation: Paris, Nom: Sara Vargas, Compétences: Database Management, Mission en cours: Cook, Peterson and Hall, Date de début de mission: 2023-02-07, Date de fin de mission: 2025-03-16, Taux d'occupation: 32%",65
Tours,105,Expert,Christina Owens,Johnson Ltd,IT Support,2024-04-30,2025-11-08,49%,SSIS,"Localisation: Tours, Nom: Christina Owens, Compétences: IT Support, Mission en cours: Johnson Ltd, Date de début de mission: 2024-04-30, Date de fin de mission: 2025-11-08, Taux d'occupation: 49%",61
Paris,100,Confirmé,Corey Reese,Sanchez PLC,Web Development,2024-05-18,2026-02-05,54%,DSIA,"Localisation: Paris, Nom: Corey Reese, Compétences: Web Development, Mission en cours: Sanchez PLC, Date de début de mission: 2024-05-18, Date de fin de mission: 2026-02-05, Taux d'occupation: 54%",61
Paris,115,Expert,Jeffrey Pacheco,Stuart Group,Database Management,2022-10-18,2026-04-06,69%,MSBI,"Localisation: Paris, Nom: Jeffrey Pacheco, Compétences: Database Management, Mission en cours: Stuart Group, Date de début de mission: 2022-10-18, Date de fin de mission: 2026-04-06, Taux d'occupation: 69%",63
Mtp,115,Expert,Danielle Brandt,Sanchez-Kelly,Mobile Development,2024-03-27,2026-02-01,84%,SSIS,"Localisation: Mtp, Nom: Danielle Brandt, Compétences: Mobile Development, Mission en cours: Sanchez-Kelly, Date de début de mission: 2024-03-27, Date de fin de mission: 2026-02-01, Taux d'occupation: 84%",64
Paris,150,Confirmé,Kristin Villegas,Liu and Sons,Business Analysis,2023-12-07,2025-11-28,50%,MSBI,"Localisation: Paris, Nom: Kristin Villegas, Compétences: Business Analysis, Mission en cours: Liu and Sons, Date de début de mission: 2023-12-07, Date de fin de mission: 2025-11-28, Taux d'occupation: 50%",65
Mtp,115,Junior,Dr. Dawn Hale DDS,Brown LLC,Machine Learning,2024-02-05,2024-09-03,41%,DSIA,"Localisation: Mtp, Nom: Dr. Dawn Hale DDS, Compétences: Machine Learning, Mission en cours: Brown LLC, Date de début de mission: 2024-02-05, Date de fin de mission: 2024-09-03, Taux d'occupation: 41%",65
Tours,170,Expert,Randy Carey,Smith-Keith,Python Development,2023-10-28,2026-03-30,19%,DSIA,"Localisation: Tours, Nom: Randy Carey, Compétences: Python Development, Mission en cours: Smith-Keith, Date de début de mission: 2023-10-28, Date de fin de mission: 2026-03-30, Taux d'occupation: 19%",62
Mtp,170,Junior,Samuel Gill,Bell and Sons,Python Development,2024-06-09,2024-12-25,87%,MSBI,"Localisation: Mtp, Nom: Samuel Gill, Compétences: Python Development, Mission en cours: Bell and Sons, Date de début de mission: 2024-06-09, Date de fin de mission: 2024-12-25, Taux d'occupation: 87%",63
Mtp,115,Junior,Melissa Ochoa,Snyder-Pruitt,IT Support,2024-02-10,2025-11-25,27%,DSIA,"Localisation: Mtp, Nom: Melissa Ochoa, Compétences: IT Support, Mission en cours: Snyder-Pruitt, Date de début de mission: 2024-02-10, Date de fin de mission: 2025-11-25, Taux d'occupation: 27%",66
Mtp,115,Junior,Amber Carpenter,Martin Ltd,DevOps,2024-01-04,2025-06-06,84%,MSBI,"Localisation: Mtp, Nom: Amber Carpenter, Compétences: DevOps, Mission en cours: Martin Ltd, Date de début de mission: 2024-01-04, Date de fin de mission: 2025-06-06, Taux d'occupation: 84%",62
Paris,170,Expert,Robin Valencia,Mills-Salazar,Machine Learning,2023-08-02,2024-12-23,33%,SSIS,"Localisation: Paris, Nom: Robin Valencia, Compétences: Machine Learning, Mission en cours: Mills-Salazar, Date de début de mission: 2023-08-02, Date de fin de mission: 2024-12-23, Taux d'occupation: 33%",63
Tours,105,Expert,Keith Ford,Khan Ltd,Web Development,2023-01-22,2026-04-12,52%,ODI,"Localisation: Tours, Nom: Keith Ford, Compétences: Web Development, Mission en cours: Khan Ltd, Date de début de mission: 2023-01-22, Date de fin de mission: 2026-04-12, Taux d'occupation: 52%",61
Paris,115,Confirmé,Deborah Cabrera,Jones Group,Software Testing,2022-12-30,2025-08-01,45%,SSIS,"Localisation: Paris, Nom: Deborah Cabrera, Compétences: Software Testing, Mission en cours: Jones Group, Date de début de mission: 2022-12-30, Date de fin de mission: 2025-08-01, Taux d'occupation: 45%",62
Paris,115,Confirmé,Nicole Mcdonald,Choi-Ray,Data Analysis,2023-10-09,2025-11-12,41%,SSIS,"Localisation: Paris, Nom: Nicole Mcdonald, Compétences: Data Analysis, Mission en cours: Choi-Ray, Date de début de mission: 2023-10-09, Date de fin de mission: 2025-11-12, Taux d'occupation: 41%",63
Tours,115,Expert,Linda Mccarty,Nguyen and Sons,Machine Learning,2023-12-14,2025-03-25,56%,ODI,"Localisation: Tours, Nom: Linda Mccarty, Compétences: Machine Learning, Mission en cours: Nguyen and Sons, Date de début de mission: 2023-12-14, Date de fin de mission: 2025-03-25, Taux d'occupation: 56%",64
Paris,100,Confirmé,Diana Medina,Reed Group,Business Analysis,2022-12-17,2025-11-24,49%,TALEND,"Localisation: Paris, Nom: Diana Medina, Compétences: Business Analysis, Mission en cours: Reed Group, Date de début de mission: 2022-12-17, Date de fin de mission: 2025-11-24, Taux d'occupation: 49%",61
Tours,100,Confirmé,Karen Bush,"Jackson, Hubbard and Richardson",Business Analysis,2023-06-03,2026-06-09,56%,TALEND,"Localisation: Tours, Nom: Karen Bush, Compétences: Business Analysis, Mission en cours: Jackson, Hubbard and Richardson, Date de début de mission: 2023-06-03, Date de fin de mission: 2026-06-09, Taux d'occupation: 56%",64
Paris,170,Confirmé,Francisco Browning,Edwards and Sons,Data Analysis,2022-08-29,2024-06-13,98%,SSIS,"Localisation: Paris, Nom: Francisco Browning, Compétences: Data Analysis, Mission en cours: Edwards and Sons, Date de début de mission: 2022-08-29, Date de fin de mission: 2024-06-13, Taux d'occupation: 98%",63
Tours,115,Junior,Robert Byrd,Smith Inc,Network Administration,2022-11-03,2026-01-27,71%,ODI,"Localisation: Tours, Nom: Robert Byrd, Compétences: Network Administration, Mission en cours: Smith Inc, Date de début de mission: 2022-11-03, Date de fin de mission: 2026-01-27, Taux d'occupation: 71%",62
Paris,105,Expert,Stephen Norris,Henderson-Medina,DevOps,2023-07-02,2026-02-08,96%,MSBI,"Localisation: Paris, Nom: Stephen Norris, Compétences: DevOps, Mission en cours: Henderson-Medina, Date de début de mission: 2023-07-02, Date de fin de mission: 2026-02-08, Taux d'occupation: 96%",63
Tours,170,Confirmé,Megan Ortiz,Ray Group,Business Analysis,2024-03-10,2025-05-01,40%,ODI,"Localisation: Tours, Nom: Megan Ortiz, Compétences: Business Analysis, Mission en cours: Ray Group, Date de début de mission: 2024-03-10, Date de fin de mission: 2025-05-01, Taux d'occupation: 40%",61
Mtp,150,Confirmé,John Contreras,Russell-Anderson,Web Development,2023-09-23,2024-08-18,11%,SSIS,"Localisation: Mtp, Nom: John Contreras, Compétences: Web Development, Mission en cours: Russell-Anderson, Date de début de mission: 2023-09-23, Date de fin de mission: 2024-08-18, Taux d'occupation: 11%",64
Paris,115,Confirmé,Sarah Jones,Norris-Boyd,Machine Learning,2022-11-09,2024-07-12,59%,MSBI,"Localisation: Paris, Nom: Sarah Jones, Compétences: Machine Learning, Mission en cours: Norris-Boyd, Date de début de mission: 2022-11-09, Date de fin de mission: 2024-07-12, Taux d'occupation: 59%",63
Mtp,105,Confirmé,Mr. Bradley Wright MD,Lopez and Sons,Database Management,2024-01-07,2026-01-24,36%,MSBI,"Localisation: Mtp, Nom: Mr. Bradley Wright MD, Compétences: Database Management, Mission en cours: Lopez and Sons, Date de début de mission: 2024-01-07, Date de fin de mission: 2026-01-24, Taux d'occupation: 36%",66
Mtp,115,Junior,Jonathan Thornton,Morgan-Cobb,Web Development,2023-03-30,2026-03-04,87%,SSIS,"Localisation: Mtp, Nom: Jonathan Thornton, Compétences: Web Development, Mission en cours: Morgan-Cobb, Date de début de mission: 2023-03-30, Date de fin de mission: 2026-03-04, Taux d'occupation: 87%",63
Mtp,150,Confirmé,Haley Jimenez,"Austin, Gregory and Fleming",Machine Learning,2023-06-15,2024-11-30,38%,TALEND,"Localisation: Mtp, Nom: Haley Jimenez, Compétences: Machine Learning, Mission en cours: Austin, Gregory and Fleming, Date de début de mission: 2023-06-15, Date de fin de mission: 2024-11-30, Taux d'occupation: 38%",66
Mtp,150,Expert,Christina Harris,Heath Group,Mobile Development,2024-02-15,2024-08-23,69%,SSIS,"Localisation: Mtp, Nom: Christina Harris, Compétences: Mobile Development, Mission en cours: Heath Group, Date de début de mission: 2024-02-15, Date de fin de mission: 2024-08-23, Taux d'occupation: 69%",62
Tours,170,Confirmé,Gloria Sanchez,"Green, Dunn and Norman",Business Analysis,2023-08-04,2025-06-30,31%,ODI,"Localisation: Tours, Nom: Gloria Sanchez, Compétences: Business Analysis, Mission en cours: Green, Dunn and Norman, Date de début de mission: 2023-08-04, Date de fin de mission: 2025-06-30, Taux d'occupation: 31%",64
Mtp,115,Expert,Edward Smith,Parsons-Robinson,Web Development,2024-01-11,2025-12-22,44%,MSBI,"Localisation: Mtp, Nom: Edward Smith, Compétences: Web Development, Mission en cours: Parsons-Robinson, Date de début de mission: 2024-01-11, Date de fin de mission: 2025-12-22, Taux d'occupation: 44%",64
Paris,150,Expert,Karen Lewis,"West, Carter and Martin",IT Support,2023-05-17,2025-05-18,48%,ODI,"Localisation: Paris, Nom: Karen Lewis, Compétences: IT Support, Mission en cours: West, Carter and Martin, Date de début de mission: 2023-05-17, Date de fin de mission: 2025-05-18, Taux d'occupation: 48%",64
Mtp,115,Confirmé,Michael Hogan,Carr Inc,DevOps,2024-03-30,2025-07-17,90%,ODI,"Localisation: Mtp, Nom: Michael Hogan, Compétences: DevOps, Mission en cours: Carr Inc, Date de début de mission: 2024-03-30, Date de fin de mission: 2025-07-17, Taux d'occupation: 90%",62
Mtp,170,Expert,Dawn Smith,"Edwards, Greer and Page",Web Development,2023-06-11,2025-04-21,32%,TALEND,"Localisation: Mtp, Nom: Dawn Smith, Compétences: Web Development, Mission en cours: Edwards, Greer and Page, Date de début de mission: 2023-06-11, Date de fin de mission: 2025-04-21, Taux d'occupation: 32%",66
Tours,105,Junior,Craig Parker,Watson Ltd,Cybersecurity,2023-08-14,2026-01-14,85%,MSBI,"Localisation: Tours, Nom: Craig Parker, Compétences: Cybersecurity, Mission en cours: Watson Ltd, Date de début de mission: 2023-08-14, Date de fin de mission: 2026-01-14, Taux d'occupation: 85%",61
Tours,170,Confirmé,Emily Andrews,Valenzuela and Sons,Project Management,2022-09-15,2026-04-19,98%,DSIA,"Localisation: Tours, Nom: Emily Andrews, Compétences: Project Management, Mission en cours: Valenzuela and Sons, Date de début de mission: 2022-09-15, Date de fin de mission: 2026-04-19, Taux d'occupation: 98%",64
Tours,115,Confirmé,Mark George,Page-Lee,Machine Learning,2023-04-10,2025-05-08,56%,SSIS,"Localisation: Tours, Nom: Mark George, Compétences: Machine Learning, Mission en cours: Page-Lee, Date de début de mission: 2023-04-10, Date de fin de mission: 2025-05-08, Taux d'occupation: 56%",62
Mtp,115,Expert,Jason Curtis,Mathews Ltd,Cybersecurity,2022-10-09,2025-10-31,52%,DSIA,"Localisation: Mtp, Nom: Jason Curtis, Compétences: Cybersecurity, Mission en cours: Mathews Ltd, Date de début de mission: 2022-10-09, Date de fin de mission: 2025-10-31, Taux d'occupation: 52%",63
Paris,105,Confirmé,Sabrina Bailey,"Costa, Gonzalez and Riley",Cloud Computing,2023-02-15,2025-12-10,65%,DSIA,"Localisation: Paris, Nom: Sabrina Bailey, Compétences: Cloud Computing, Mission en cours: Costa, Gonzalez and Riley, Date de début de mission: 2023-02-15, Date de fin de mission: 2025-12-10, Taux d'occupation: 65%",65
Paris,105,Junior,Paula Bailey,"Tyler, Gentry and Wood",Cybersecurity,2023-05-22,2025-08-30,77%,SSIS,"Localisation: Paris, Nom: Paula Bailey, Compétences: Cybersecurity, Mission en cours: Tyler, Gentry and Wood, Date de début de mission: 2023-05-22, Date de fin de mission: 2025-08-30, Taux d'occupation: 77%",65
Tours,100,Confirmé,Gloria Rivera,"Morris, Chavez and Reyes",Java Development,2024-05-30,2025-04-12,76%,ODI,"Localisation: Tours, Nom: Gloria Rivera, Compétences: Java Development, Mission en cours: Morris, Chavez and Reyes, Date de début de mission: 2024-05-30, Date de fin de mission: 2025-04-12, Taux d'occupation: 76%",64
Paris,105,Confirmé,Spencer Cruz,Blanchard Inc,Java Development,2023-03-26,2024-11-30,16%,MSBI,"Localisation: Paris, Nom: Spencer Cruz, Compétences: Java Development, Mission en cours: Blanchard Inc, Date de début de mission: 2023-03-26, Date de fin de mission: 2024-11-30, Taux d'occupation: 16%",62
Mtp,115,Expert,Margaret Miranda,Russell Group,Project Management,2022-09-08,2025-12-07,46%,SSIS,"Localisation: Mtp, Nom: Margaret Miranda, Compétences: Project Management, Mission en cours: Russell Group, Date de début de mission: 2022-09-08, Date de fin de mission: 2025-12-07, Taux d'occupation: 46%",62
Tours,100,Confirmé,Christopher Meyer,Kelley LLC,Web Development,2023-02-13,2026-01-15,41%,DSIA,"Localisation: Tours, Nom: Christopher Meyer, Compétences: Web Development, Mission en cours: Kelley LLC, Date de début de mission: 2023-02-13, Date de fin de mission: 2026-01-15, Taux d'occupation: 41%",61
Mtp,115,Expert,Melanie Jones,"Garrett, Liu and Patterson",Network Administration,2023-06-07,2025-06-28,99%,DSIA,"Localisation: Mtp, Nom: Melanie Jones, Compétences: Network Administration, Mission en cours: Garrett, Liu and Patterson, Date de début de mission: 2023-06-07, Date de fin de mission: 2025-06-28, Taux d'occupation: 99%",65
Paris,150,Expert,John Martin,Fernandez Group,Web Development,2023-08-29,2025-06-09,74%,DSIA,"Localisation: Paris, Nom: John Martin, Compétences: Web Development, Mission en cours: Fernandez Group, Date de début de mission: 2023-08-29, Date de fin de mission: 2025-06-09, Taux d'occupation: 74%",61
Tours,100,Confirmé,Robert Trevino,Haynes-Wilson,Data Analysis,2023-03-08,2025-03-31,70%,SSIS,"Localisation: Tours, Nom: Robert Trevino, Compétences: Data Analysis, Mission en cours: Haynes-Wilson, Date de début de mission: 2023-03-08, Date de fin de mission: 2025-03-31, Taux d'occupation: 70%",65
Tours,150,Expert,Shannon Jones,Stone-Larsen,Cybersecurity,2023-01-22,2026-03-19,17%,SSIS,"Localisation: Tours, Nom: Shannon Jones, Compétences: Cybersecurity, Mission en cours: Stone-Larsen, Date de début de mission: 2023-01-22, Date de fin de mission: 2026-03-19, Taux d'occupation: 17%",63
Tours,115,Expert,Larry Lopez,Hernandez-Hill,IT Support,2023-12-06,2026-02-04,22%,ODI,"Localisation: Tours, Nom: Larry Lopez, Compétences: IT Support, Mission en cours: Hernandez-Hill, Date de début de mission: 2023-12-06, Date de fin de mission: 2026-02-04, Taux d'occupation: 22%",62
Tours,150,Confirmé,Austin Jones,Martin-Mathews,Project Management,2023-01-22,2025-11-02,99%,DSIA,"Localisation: Tours, Nom: Austin Jones, Compétences: Project Management, Mission en cours: Martin-Mathews, Date de début de mission: 2023-01-22, Date de fin de mission: 2025-11-02, Taux d'occupation: 99%",63
Mtp,170,Junior,Jacqueline Munoz,"Barrett, Whitehead and Lee",Java Development,2023-07-18,2026-03-14,37%,DSIA,"Localisation: Mtp, Nom: Jacqueline Munoz, Compétences: Java Development, Mission en cours: Barrett, Whitehead and Lee, Date de début de mission: 2023-07-18, Date de fin de mission: 2026-03-14, Taux d'occupation: 37%",67
Paris,105,Confirmé,Jennifer Taylor,Hinton LLC,Machine Learning,2022-07-16,2025-11-20,11%,MSBI,"Localisation: Paris, Nom: Jennifer Taylor, Compétences: Machine Learning, Mission en cours: Hinton LLC, Date de début de mission: 2022-07-16, Date de fin de mission: 2025-11-20, Taux d'occupation: 11%",62
Paris,150,Expert,Leah Johnson,Murillo-Herman,Python Development,2023-12-25,2024-07-11,62%,TALEND,"Localisation: Paris, Nom: Leah Johnson, Compétences: Python Development, Mission en cours: Murillo-Herman, Date de début de mission: 2023-12-25, Date de fin de mission: 2024-07-11, Taux d'occupation: 62%",63
Tours,150,Confirmé,Kim Rojas,"Chapman, Beck and Sanders",Project Management,2022-09-14,2026-01-07,96%,TALEND,"Localisation: Tours, Nom: Kim Rojas, Compétences: Project Management, Mission en cours: Chapman, Beck and Sanders, Date de début de mission: 2022-09-14, Date de fin de mission: 2026-01-07, Taux d'occupation: 96%",65
Tours,115,Expert,Billy Rivera,Wallace PLC,Database Management,2023-06-22,2025-02-04,59%,TALEND,"Localisation: Tours, Nom: Billy Rivera, Compétences: Database Management, Mission en cours: Wallace PLC, Date de début de mission: 2023-06-22, Date de fin de mission: 2025-02-04, Taux d'occupation: 59%",61
Tours,150,Confirmé,Melissa Ramirez,Morgan-Crawford,Machine Learning,2024-02-26,2025-08-22,65%,TALEND,"Localisation: Tours, Nom: Melissa Ramirez, Compétences: Machine Learning, Mission en cours: Morgan-Crawford, Date de début de mission: 2024-02-26, Date de fin de mission: 2025-08-22, Taux d'occupation: 65%",63
Paris,105,Expert,Travis Cuevas,"Morgan, Diaz and Norris",Cybersecurity,2023-01-06,2026-02-05,22%,MSBI,"Localisation: Paris, Nom: Travis Cuevas, Compétences: Cybersecurity, Mission en cours: Morgan, Diaz and Norris, Date de début de mission: 2023-01-06, Date de fin de mission: 2026-02-05, Taux d'occupation: 22%",65
Paris,170,Expert,Michelle Price,"Williamson, Phillips and Duarte",Software Testing,2023-12-16,2024-12-08,51%,MSBI,"Localisation: Paris, Nom: Michelle Price, Compétences: Software Testing, Mission en cours: Williamson, Phillips and Duarte, Date de début de mission: 2023-12-16, Date de fin de mission: 2024-12-08, Taux d'occupation: 51%",65
Mtp,150,Junior,Victoria Conner,Lara-Morris,Business Analysis,2024-06-01,2025-10-15,82%,TALEND,"Localisation: Mtp, Nom: Victoria Conner, Compétences: Business Analysis, Mission en cours: Lara-Morris, Date de début de mission: 2024-06-01, Date de fin de mission: 2025-10-15, Taux d'occupation: 82%",64
Paris,100,Junior,Amy Smith,"Skinner, Wallace and Nelson",Java Development,2024-04-18,2025-07-08,21%,ODI,"Localisation: Paris, Nom: Amy Smith, Compétences: Java Development, Mission en cours: Skinner, Wallace and Nelson, Date de début de mission: 2024-04-18, Date de fin de mission: 2025-07-08, Taux d'occupation: 21%",64
Mtp,150,Junior,Kelsey Harris,Tucker Inc,Mobile Development,2024-01-15,2024-12-03,30%,TALEND,"Localisation: Mtp, Nom: Kelsey Harris, Compétences: Mobile Development, Mission en cours: Tucker Inc, Date de début de mission: 2024-01-15, Date de fin de mission: 2024-12-03, Taux d'occupation: 30%",63
Mtp,170,Junior,Patrick Nguyen,Hill LLC,Machine Learning,2023-04-01,2025-06-10,13%,TALEND,"Localisation: Mtp, Nom: Patrick Nguyen, Compétences: Machine Learning, Mission en cours: Hill LLC, Date de début de mission: 2023-04-01, Date de fin de mission: 2025-06-10, Taux d'occupation: 13%",62
Paris,100,Confirmé,Marisa Garcia,Macias-Gonzalez,Web Development,2023-10-08,2025-07-17,90%,TALEND,"Localisation: Paris, Nom: Marisa Garcia, Compétences: Web Development, Mission en cours: Macias-Gonzalez, Date de début de mission: 2023-10-08, Date de fin de mission: 2025-07-17, Taux d'occupation: 90%",65
Mtp,115,Expert,Rebecca Richards,"Robinson, Wood and Erickson",Mobile Development,2024-01-30,2024-10-26,32%,DSIA,"Localisation: Mtp, Nom: Rebecca Richards, Compétences: Mobile Development, Mission en cours: Robinson, Wood and Erickson, Date de début de mission: 2024-01-30, Date de fin de mission: 2024-10-26, Taux d'occupation: 32%",66
Paris,100,Junior,Joseph Mclaughlin,Lane Inc,Machine Learning,2023-03-13,2025-04-04,51%,TALEND,"Localisation: Paris, Nom: Joseph Mclaughlin, Compétences: Machine Learning, Mission en cours: Lane Inc, Date de début de mission: 2023-03-13, Date de fin de mission: 2025-04-04, Taux d'occupation: 51%",64
Paris,105,Junior,Shelly Boyer,"West, Winters and Patel",Machine Learning,2023-03-22,2025-08-23,26%,SSIS,"Localisation: Paris, Nom: Shelly Boyer, Compétences: Machine Learning, Mission en cours: West, Winters and Patel, Date de début de mission: 2023-03-22, Date de fin de mission: 2025-08-23, Taux d'occupation: 26%",67
Mtp,100,Junior,David Patel,"Johnson, Smith and Greer",Machine Learning,2022-11-04,2024-11-20,89%,TALEND,"Localisation: Mtp, Nom: David Patel, Compétences: Machine Learning, Mission en cours: Johnson, Smith and Greer, Date de début de mission: 2022-11-04, Date de fin de mission: 2024-11-20, Taux d'occupation: 89%",66
